V4_ID,v3_ID,Gene_symbol,full_name,v4_source,v3_source,Chromosome,Start,End,
,GRMZM2G354335,meg1,maternally expressed gene1,,Classical Gene,Chr7,"13,073,446","13,074,744",
,GRMZM2G086827,meg10,maternally expressed gene10,,"Xiong et al., 2014",Chr7,"12,673,702","12,674,015",
,GRMZM2G181051,meg11,maternally expressed gene11,,"Xiong et al., 2014",Chr7,"12,626,477","12,627,199",
,GRMZM2G175896,meg12,maternally expressed gene12,,"Xiong et al., 2014",Chr7,"12,531,786","12,532,621",
Zm00001d019019,GRMZM2G175912,meg13,maternally expressed gene13,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xiong et al., 2014",Chr7,"12,903,625","12,904,375",
Zm00001d019033,GRMZM2G145466,meg14,maternally expressed gene14,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xiong et al., 2014",Chr7,"13,643,510","13,644,343",
Zm00001d019026,,meg2,maternally expressed gene2,his gene model is a member of the low confidence gene model set,,Chr7,"13,078,376","13,123,031",
Zm00001d019027,GRMZM2G344323,meg3,maternally expressed gene3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 100101508 (replaced with GeneID: 109940842),Chr7,"13,225,864","13,228,929",
Zm00001d019024,GRMZM2G137959,meg4,maternally expressed gene4,low confidence,"Xiong et al., 2014",Chr7,"13,007,830","13,008,728",
Zm00001d019030,GRMZM2G094054,meg6,maternally expressed gene6,,"Xiong et al., 2014",Chr7,"13,540,226","13,541,566",
Zm00001d019029,GRMZM2G116212,meg7,maternally expressed gene7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xiong et al., 2014",Chr7,"13,463,976","13,469,499",
,GRMZM2G123153,meg8,maternally expressed gene8,,low confidence gene model,Chr7,"12,859,255","12,859,461",
,GRMZM2G088896,meg9,maternally expressed gene9,,Assigned in Entrez Gene to meg9 and meg6 (aka meg2),Chr7,"12,676,389","12,677,577",
Zm00001d043609,GRMZM2G167856,mek1,MEK homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from sequence U83625,Chr3,"205,101,695","205,107,235",
Zm00001d018977,GRMZM2G333916,met1,DNA methyl transferase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"from: Li et al., 2014; ; aligns best with reference sequence AF229183",Chr7,"11,464,692","11,479,268",
Zm00001d026291,GRMZM2G025592,met2,DNA methyl transferase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,From sequence homology to Genbank accession NM_001111508.1 ,Chr10,"142,982,967","142,990,366",
Zm00001d048516,GRMZM2G092497,met3,DNA methyl transferase3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,was gene model GRMZM2G092545 on RefGen_v1 corresponds to the gene model GRMZM2G092497 on RefGen_v2,Chr9,"157,632,076","157,656,040",
Zm00001d011329,GRMZM2G157589,met4,DNA methyl transferase4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Entrez Gene,Chr8,"146,863,198","146,868,117",
Zm00001d002330,GRMZM2G005310,met5,DNA methyl transferase5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY027539,Chr2,"10,460,528","10,470,318",
Zm00001d010928,GRMZM2G065599,met6,DNA methyl transferase6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2014",Chr8,"133,839,411","133,861,487",
Zm00001d027329,GRMZM2G137366,met7,DNA methyl transferase7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"3,031,993","3,036,913",
Zm00001d018976,GRMZM2G334041,met8,DNA methyl transferase8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"from: AY093415, AF063403 & Li et al., 2014",Chr7,"11,454,051","11,464,836",
Zm00001d002423,GRMZM2G156356,mex1,maltose excess protein1,,,Chr2,"12,371,064","12,374,599",
Zm00001d036296,GRMZM2G157820,mez1,enhancer of zeste1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr6,"82,463,657","82,474,161",
Zm00001d047636,GRMZM5G875502,mez2,enhancer of zeste2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr9,"137,787,062","137,801,220",
Zm00001d028890,GRMZM2G043484,mez3,enhancer of zeste3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Entrez Gene 541955,Chr1,"49,809,777","49,823,368",
Zm00001d040260,EF517601.1_FG016,mfs18,male flower specific18,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"34,385,034","34,385,420",
Zm00001d040468,GRMZM2G161310,mfsd1,major facilitator superfamily defense1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"45,120,037","45,134,869",
Zm00001d052434,GRMZM5G877788,mfsd2,major facilitator superfamily defense2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY104766,Chr4,"189,873,712","189,877,696",
Zm00001d025287,GRMZM2G317406,mgs1,male-gametophyte specific1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr10,"112,727,580","112,728,092",
Zm00001d053597,GRMZM2G080056,mgs2,male gametophyte-specific2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Entrez Gene 542245,Chr4,"235,911,860","235,913,945",
Zm00001d000216,GRMZM2G323418,mgs3,male gametophyte specific3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT055324,B73V4_ctg129,"204,285","205,601",
Zm00001d000430,GRMZM2G108477,mgt1,magnesium transporter1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",B73V4_ctg68,"40,310","44,234",
Zm00001d027582,GRMZM2G018706,mgt10,magnesium transporter10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr1,"8,373,817","8,376,354",
Zm00001d025416,GRMZM2G054632,mgt11,magnesium transporter11,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr10,"117,962,173","117,964,181",
Zm00001d033527,GRMZM2G420436,mgt12,magnesium transporter12,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr1,"265,735,700","265,743,684",
Zm00001d036714,GRMZM2G170326,mgt2,magnesium transporter2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr6,"98,440,958","98,447,412",
Zm00001d003125,GRMZM2G064467,mgt3,magnesium transporter3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr2,"33,105,163","33,110,061",
Zm00001d047388,GRMZM2G145794,mgt4,magnesium transporter4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr9,"128,467,682","128,470,763",
Zm00001d033969,GRMZM2G159295,mgt5,magnesium transporter5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr1,"279,877,087","279,883,538",
Zm00001d029808,GRMZM2G453832,mgt6,magnesium transporter6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr1,"87,835,101","87,838,643",
Zm00001d003666,GRMZM2G458879,mgt7,magnesium transporter7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr2,"53,218,426","53,220,162",
Zm00001d012102,GRMZM2G065971,mgt8,magnesium transporter8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr8,"168,283,208","168,289,577",
Zm00001d042441,GRMZM2G139822,mgt9,magnesium transporter9,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2016",Chr3,"167,523,894","167,537,970",
Zm00001d007775,GRMZM2G144821,mha1,membrane H(+)-ATPase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: U09989,Chr2,"239,388,885","239,393,934",
Zm00001d046560,GRMZM2G131309,mha10,membrane H(+)-ATPase10,,"Cao et al., 2020",Chr9,"95,961,757","95,965,827",
Zm00001d027265,GRMZM2G172183,mha11,membrane H(+)-ATPase11,,"Cao et al., 2020",Chr1,"1,012,255","1,023,640",
Zm00001d041214,GRMZM2G035520,mha12,membrane H(+)-ATPase12,,"Cao et al., 2020",Chr3,"105,721,654","105,727,958",
Zm00001d033552,GRMZM2G068259,mha13,membrane H(+)-ATPase13,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"266,967,929","266,975,303",
Zm00001d002006,GRMZM2G019404,mha2,plasma-membrane H+ATPase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr2,"4,277,523","4,284,581",
Zm00001d019062,GRMZM2G104325,mha3,membrane H(+)-ATPase3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"originally associated with mha1, but that is on chr 2",Chr7,"14,880,511","14,886,995",
Zm00001d026490,GRMZM2G006894,mha4,proton-exporting ATPase4,,,Chr10,"146,954,113","146,960,946",
Zm00001d050214,GRMZM2G341058,mha5,membrane H(+)-ATPase5,,"Cao et al., 2020",Chr4,"73,910,369","73,915,173",
Zm00001d027490,GRMZM2G008122,mha6,membrane H(+)-ATPase6,,"Cao et al., 2020",Chr1,"6,427,092","6,431,383",
Zm00001d052022,GRMZM2G148374,mha7,membrane H(+)-ATPase7,,"Cao et al., 2020",Chr4,"176,745,213","176,748,686",
Zm00001d045122,GRMZM2G455557,mha8,membrane H(+)-ATPase8,,"Cao et al., 2020",Chr9,"13,446,264","13,449,337",
Zm00001d036728,AC209050.3_FG001,mha9,membrane H(+)-ATPase9,,"Cao et al., 2020; from primer sequences",Chr6,"99,237,608","99,241,462",
Zm00001d027405,GRMZM2G136859,mib1,metal ion binding1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"4,536,701","4,538,190",
Zm00001d028180,GRMZM2G155242,mips1,myo-inositol phosphate synthase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"25,632,515","25,636,718",
Zm00001d036542,GRMZM2G150276,mir1,maize insect resistance1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr6,"91,512,193","91,513,831",
,zma-MIR159d,MIR159d,microRNA MIR159d,,,Chr8,0,0,
,zma-MIR164a,mir164a,microRNA164a,,,Chr2,0,0,
,zma-MIR164b,mir164b,microRNA164b,,,Chr6,0,0,
,zma-MIR164c,mir164c,microRNA164c,,,Chr6,0,0,
,zma-MIR164d,mir164d,microRNA164d,,,Chr7,0,0,
,zma-MIR164e,mir164e,microRNA164e,,,Chr1,0,0,
,zma-MIR164f,mir164f,microRNA164f,,,Chr4,0,0,
,zma-MIR164g,mir164g,microRNA164g,,,Chr6,0,0,
,zma-MIR164h,mir164h,microRNA164h,,,Chr8,0,0,
Zm00001d036541,GRMZM2G150256,mir2,maize insect resistance2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT040644,Chr6,"91,506,006","91,510,877",
,zma-MIR2118a,mir2118a,microRNA2118a,,,Chr10,0,0,
,zma-MIR2118b,mir2118b,microRNA2118b,,,Chr2,0,0,
,zma-MIR2118c,mir2118c,microRNA2118c,,,Chr10,0,0,
,zma-MIR2118d,mir2118d,microRNA2118d,,,Chr2,0,0,
,zma-MIR2118e,mir2118e,microRNA2118e,,,Chr10,0,0,
,zma-MIR2118f,mir2118f,microRNA2118f,,,Chr10,0,0,
,zma-MIR2118g,mir2118g,microRNA2118g,,,Chr2,0,0,
,zma-MIR2275a,mir2275a,microRNA2275a,,,Chr4,0,0,
,zma-MIR2275b,mir2275b,microRNA2275b,,,Chr4,0,0,
,zma-MIR2275c,mir2275c,microRNA2275c,,,Chr10,0,0,
,zma-MIR2275d,mir2275d,microRNA2275d,,,Chr2,0,0,
Zm00001d002065,GRMZM2G166281,mir3,maize insect resistance3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,alignment to sequence AF019147.1  GI:2425065,Chr2,"5,233,170","5,237,006",
,zma-MIR390a,miR390a,microRNA MIR390a,,,Chr1,0,0,
,zma-MIR390b,miR390b,microRNA MIR390b,,,Chr5,0,0,
,zma-MIR399b,miR399b,microRNA MIR399b,,B73 v4,Chr4,0,0,
Zm00001d038841,GRMZM2G090087,mis1,putative aldehyde dehydrogenase MIS1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"165,629,567","165,639,979",
Zm00001d026640,GRMZM2G173660,mis12a,minichromosome instability12a,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: FJ971487,Chr10,"149,269,862","149,271,718",
Zm00001d001798,GRMZM2G049495,mis12b,minichromosome instability12b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: FJ971488; GRMZM2G127481 on RefGen_v1 corresponds to the gene model GRMZM2G049495 on RefGen_v2,Chr2,"1,081,627","1,084,219",
Zm00001d026487,GRMZM2G104199,mkaku41,Maize KAKU4-Like1,,,Chr10,"146,895,594","146,903,010",
Zm00001d002012,GRMZM2G521862,mkaku42,Maize KAKU4-Like2,,,Chr2,"4,325,836","4,336,209",
Zm00001d045064,GRMZM5G834697,mkk1,mitogen-activated protein kinase1,,,Chr9,"11,352,507","11,353,550",
Zm00001d013423,GRMZM2G163217,mkk10,mitogen-activated protein kinase kinase10,,"Chang et al., 2017",Chr5,"11,051,638","11,052,750",
Zm00001d045359,GRMZM2G400470,mkk2,mitogen-activated protein kinase kinase2,,,Chr9,"19,532,789","19,536,828",
Zm00001d041092,GRMZM2G004468,mkk3,MAP kinase kinase3,,,Chr3,"96,989,702","97,015,813",
Zm00001d018326,GRMZM5G878379,mkk4,MAP kinase kinase4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: GU942956,Chr5,"218,492,798","218,493,868",
Zm00001d047875,GRMZM2G180555,mkkk10,MAP kinase kinase kinase10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr9,"144,021,986","144,032,236",
Zm00001d028514,GRMZM2G066120,mkkk11,MAP kinase kinase kinase11,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr1,"37,841,039","37,846,575",
Zm00001d005696,GRMZM2G098828,mkkk16,MAP kinase kinase kinase16,,from Kong et al 2013,Chr2,"183,690,135","183,698,634",
Zm00001d011655,GRMZM2G305066,mkkk18,MAP kinase kinase kinase18,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr8,"157,649,540","157,650,979",
Zm00001d006644,GRMZM2G089159,mkkk27,MAP kinase kinase kinase27,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr2,"213,304,600","213,307,872",
Zm00001d043459,GRMZM2G045366,mkkk47,MAP kinase kinase kinase47,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr3,"200,575,782","200,580,113",
Zm00001d031014,GRMZM2G019434,mkkk51,MAP kinase kinase kinase51,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr1,"173,441,034","173,445,839",
Zm00001d044091,GRMZM2G088299,mkkk55,MAP kinase kinase kinase55,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr3,"218,831,924","218,837,312",
Zm00001d041918,GRMZM2G152889,mkkk63,MAP kinase kinase kinase63,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Kong et al 2013,Chr3,"143,615,485","143,625,037",
Zm00001d011037,GRMZM2G005350,mkp1,MAP kinase phosphatase1,,"Anderson et al., 2019",Chr8,"137,163,480","137,166,111",
Zm00001d038870,GRMZM2G096475,mlg3,lea protein group3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr6,"166,160,261","166,161,550",
Zm00001d011829,GRMZM2G133952,mlh1,mutatorL homolog1,,,Chr8,"162,241,780","162,249,101",
Zm00001d002723,GRMZM2G370707,mlkg1,Maize LINC KASH Grass-specific1,,,Chr2,"20,507,073","20,507,849",
Zm00001d038539,GRMZM2G117392,mlkg2,Maize LINC KASH Grass-specific2,,,Chr6,"159,595,837","159,598,231",
Zm00001d003334,GRMZM2G151418,mlkp1,Maize LINC KASH AtWIP-like1,,,Chr2,"40,564,802","40,567,943",
Zm00001d025667,GRMZM2G034882,mlkp2,Maize LINC KASH AtWIP-like2,,,Chr10,"125,488,390","125,491,008",
Zm00001d005997,GRMZM2G003992,mlkp3,Maize LINC KASH AtWIP-like3,,,Chr2,"194,951,202","194,954,366",
Zm00001d020879,GRMZM2G176407,mlkp4,Maize LINC KASH AtWIP-like4,,,Chr7,"135,265,751","135,268,897",
Zm00001d031134,GRMZM2G094850,mlks1,Maize LINC KASH AtSINE-like1,,,Chr1,"178,998,581","179,001,994",
Zm00001d052955,GRMZM2G000608,mlks2,Maize LINC KASH AtSINE-like2,,,Chr4,"206,259,152","206,261,935",
Zm00001d039272,GRMZM2G148723,mlkt1,Maize LINC KASH AtWIT-like1,,"bhlh46 assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"897,637","901,853",
Zm00001d010047,GRMZM2G006661,mlkt2,Maize LINC KASH AtWIT-like2,,,Chr8,"96,814,230","96,821,045",
Zm00001d027486,GRMZM2G032219,mlo1,barley mlo defense gene homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 542672,Chr1,"6,310,322","6,313,633",
Zm00001d038199,GRMZM2G117608,mlo10,barley mlo defense gene homolog10,"Wang et al., 2020",,Chr6,"151,386,730","151,390,994",
Zm00001d029768,GRMZM2G040441,mlo2,barley mlo defense gene homolog2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 542061,Chr1,"86,261,116","86,266,872",
Zm00001d003569,GRMZM2G031331,mlo3,barley mlo defense gene homolog3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 542508,Chr2,"48,390,876","48,396,098",
Zm00001d053065,GRMZM2G089259,mlo4,barley mlo defense gene homolog4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"211,838,548","211,843,655",
Zm00001d042578,GRMZM2G471142,mlo5,barley mlo defense gene homolog5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT039054,Chr3,"172,481,064","172,485,130",
Zm00001d014874,GRMZM2G325653,mlo6,barley mlo defense gene homolog6,,,Chr5,"66,662,043","66,664,946",
Zm00001d046781,GRMZM2G416887,mlo7,barley mlo defense gene homolog7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 542673,Chr9,"105,685,188","105,703,639",
Zm00001d038205,GRMZM5G881803,mlo8,barley mlo defense gene homolog8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 542065,Chr6,"151,484,233","151,503,688",
Zm00001d001804,GRMZM2G051974,mlo9,barley mlo defense gene homolog9,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT040335,Chr2,"1,251,628","1,257,162",
Zm00001d041956,GRMZM5G832175,mmc0022,,,,Chr3,"145,600,518","145,603,370",
Zm00001d016798,GRMZM2G114241,mmc0081,,,,Chr5,"176,187,350","176,189,107",
Zm00001d040239,GRMZM2G134178,mmc0132,,,,Chr3,"33,381,788","33,383,589",
Zm00001d019173,AC235546.1_FG001,mmc0162,,,,Chr7,"20,343,147","20,347,941",
Zm00001d040312,GRMZM2G018951,mmc0312a,,,,Chr3,"37,521,244","37,527,593",
Zm00001d007187,GRMZM2G003409,mmc0381,,,,Chr2,"224,120,990","224,123,245",
Zm00001d004933,GRMZM2G145651,mmc0401,,,,Chr2,"149,548,555","149,551,030",
Zm00001d020769,GRMZM2G000404,mmc0411,,,,Chr7,"131,678,626","131,700,543",
Zm00001d035649,GRMZM2G106042,mmp10,,,,Chr6,"38,354,047","38,355,769",
Zm00001d036346,GRMZM2G000376,mmp108b,,,,Chr6,"85,065,660","85,075,694",
Zm00001d048081,GRMZM2G143450,mmp110,,,,Chr9,"149,598,933","149,607,634",
Zm00001d006566,GRMZM2G163297,mmp116,,,,Chr2,"211,038,725","211,040,522",
Zm00001d018226,GRMZM5G897224,mmp118,,,,Chr5,"217,007,561","217,018,872",
Zm00001d008903,GRMZM5G861077,mmp120,,,,Chr8,"24,556,830","24,558,656",
Zm00001d020746,GRMZM2G446946,mmp127,,,,Chr7,"131,045,210","131,045,485",
Zm00001d028114,GRMZM2G015219,mmp135,,,,Chr1,"23,265,205","23,270,017",
Zm00001d007032,GRMZM2G035356,mmp137,,,,Chr2,"220,442,953","220,446,764",
Zm00001d050790,GRMZM2G009019,mmp140,,,,Chr4,"123,187,727","123,191,108",
Zm00001d047856,GRMZM2G141596,mmp142,,,,Chr9,"143,533,332","143,538,930",
Zm00001d012590,GRMZM2G106250,mmp146,,,,Chr8,"176,950,180","176,952,032",
Zm00001d008271,GRMZM2G175071,mmp148,,,,Chr8,"3,624,572","3,629,269",
Zm00001d033414,GRMZM2G154890,mmp149b,,,,Chr1,"262,412,278","262,419,216",
Zm00001d038432,GRMZM2G095588,mmp150,,,,Chr6,"157,148,623","157,154,057",
Zm00001d025067,GRMZM2G412207,mmp16,,,,Chr10,"102,424,604","102,432,854",
Zm00001d036057,GRMZM2G178616,mmp160,,,,Chr6,"69,406,424","69,409,545",
Zm00001d035333,GRMZM2G154743,mmp163,,,,Chr6,"21,731,801","21,733,345",
Zm00001d034076,GRMZM2G074317,mmp165,,,,Chr1,"283,401,534","283,408,034",
Zm00001d008633,GRMZM2G421669,mmp166,,,,Chr8,"15,281,961","15,285,618",
Zm00001d003369,GRMZM2G050435,mmp167,,,,Chr2,"41,782,004","41,787,090",
Zm00001d048053,GRMZM2G046729,mmp168,,,,Chr9,"148,924,294","148,927,769",
Zm00001d033985,GRMZM2G010034,mmp172,,,,Chr1,"280,282,917","280,285,382",
Zm00001d032408,GRMZM2G075247,mmp173,,,,Chr1,"225,781,323","225,785,475",
Zm00001d048694,GRMZM2G062160,mmp174,,,,Chr4,"3,416,245","3,417,544",
Zm00001d051496,GRMZM2G080959,mmp176,,,,Chr4,"160,437,529","160,438,553",
Zm00001d020911,GRMZM2G181378,mmp177c,,,,Chr7,"136,267,590","136,271,907",
Zm00001d052856,GRMZM2G317270,mmp178,,,,Chr4,"202,676,879","202,680,949",
Zm00001d047516,GRMZM2G012970,mmp179,,,,Chr9,"133,203,896","133,206,261",
Zm00001d018961,GRMZM2G066290,mmp18,,,,Chr7,"10,795,045","10,799,314",
Zm00001d013896,GRMZM2G018695,mmp180,,,,Chr5,"24,174,969","24,176,411",
Zm00001d019670,GRMZM2G026218,mmp187,,,,Chr7,"49,531,543","49,544,334",
Zm00001d016443,GRMZM2G160327,mmp19,,,,Chr5,"162,551,303","162,553,340",
Zm00001d048621,GRMZM2G308860,mmp192,,,,Chr4,"1,519,872","1,524,402",
Zm00001d034405,GRMZM2G120657,mmp195d,,,,Chr1,"292,041,509","292,045,751",
Zm00001d034405,GRMZM2G120657,mmp195g,,,,Chr1,"292,041,509","292,045,751",
Zm00001d036158,GRMZM2G364349,mmp20,,,,Chr6,"74,947,112","74,948,473",
Zm00001d020629,GRMZM2G172320,mmp21,,,,Chr7,"125,593,248","125,599,292",
Zm00001d032962,GRMZM2G012611,mmp22,,,,Chr1,"244,881,980","244,894,327",
Zm00001d052238,AC185478.4_FG005,mmp3,,,,Chr4,"184,344,859","184,345,623",
Zm00001d002731,GRMZM2G170520,mmp33,,,,Chr2,"20,630,941","20,631,864",
Zm00001d007105,GRMZM2G131554,mmp34,,,,Chr2,"222,362,512","222,364,930",
Zm00001d047316,GRMZM2G163774,mmp37,,,,Chr9,"126,363,444","126,365,073",
Zm00001d039378,GRMZM2G085550,mmp38,,,,Chr3,"2,791,183","2,793,926",
Zm00001d029970,GRMZM2G076468,mmp39,,,,Chr1,"97,044,621","97,046,748",
Zm00001d036306,GRMZM2G017636,mmp4,,,,Chr6,"83,685,783","83,686,856",
Zm00001d047562,GRMZM2G022398,mmp41,,,,Chr9,"135,605,511","135,608,671",
Zm00001d013049,GRMZM2G090573,mmp43,,,,Chr5,"3,819,243","3,825,110",
Zm00001d020923,GRMZM2G084014,mmp46,,,,Chr7,"136,683,805","136,689,077",
Zm00001d016900,GRMZM2G105429,mmp47,,,,Chr5,"179,634,790","179,635,893",
Zm00001d043039,GRMZM2G702036,mmp5,,,,Chr3,"187,190,913","187,193,341",
Zm00001d038857,GRMZM2G074790,mmp50,,,,Chr6,"165,907,842","165,913,299",
Zm00001d015153,GRMZM2G444743,mmp58,,,,Chr5,"77,126,570","77,127,082",
Zm00001d029888,GRMZM2G123585,mmp61,,,,Chr1,"92,327,821","92,333,275",
Zm00001d038030,GRMZM5G822317,mmp62,,,,Chr6,"145,631,230","145,632,801",
Zm00001d024515,,mmp63,,,,Chr10,"75,531,512","75,533,071",
Zm00001d012485,GRMZM2G036448,mmp64,,,,Chr8,"175,357,855","175,362,943",
Zm00001d028512,GRMZM2G073591,mmp66,,,,Chr1,"37,678,345","37,682,334",
Zm00001d022306,GRMZM2G014295,mmp67,,,,Chr7,"174,841,429","174,845,474",
Zm00001d027815,GRMZM2G424020,mmp68,,,,Chr1,"14,329,827","14,333,803",
Zm00001d026127,GRMZM2G084491,mmp71,,,,Chr10,"139,138,426","139,205,090",
Zm00001d045309,GRMZM2G105909,mmp77,,,,Chr9,"18,678,409","18,682,507",
Zm00001d041584,GRMZM2G454039,mmp80,,,,Chr3,"128,389,890","128,392,834",
Zm00001d018954,GRMZM2G161097,mmp81,,,,Chr7,"10,457,752","10,458,921",
Zm00001d006673,GRMZM2G121458,mmp84,,,,Chr2,"214,011,828","214,022,318",
Zm00001d050714,GRMZM2G056442,mmp86,,,,Chr4,"117,910,694","117,919,249",
Zm00001d041327,GRMZM2G061527,mmp9,,,,Chr3,"112,397,485","112,399,899",
Zm00001d017125,GRMZM2G308203,mmp90,,,,Chr5,"186,171,790","186,176,962",
Zm00001d027659,GRMZM2G087918,mmp93,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"10,349,113","10,358,254",
Zm00001d053612,GRMZM2G003411,mmp94,,,,Chr4,"236,474,079","236,481,803",
Zm00001d011099,GRMZM2G098039,mmt1,methionine S-methyltransferase1,,,Chr8,"139,011,948","139,022,404",
Zm00001d042130,GRMZM2G361501,mmus1,"methyl-methansulfonate, UV sensitive81 homolog1",,,Chr3,"152,436,970","152,441,108",
Zm00001d042128,GRMZM5G822970,mmus2,"methyl-methansulfonate, UV sensitive81 homolog2",,,Chr3,"152,235,248","152,244,672",
Zm00001d003776,GRMZM2G119689,mn1,miniature seed1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr2,"58,876,332","58,879,327",
Zm00001d010918,GRMZM2G042593,mneap1,Maize Nuclear Envelope-Associated Protein1,,,Chr8,"133,384,901","133,388,865",
Zm00001d024756,GRMZM2G061728,mneap2,Maize Nuclear Envelope-Associated Protein2,,,Chr10,"86,469,146","86,473,935",
Zm00001d002875,,mneap3,Maize Nuclear Envelope-Associated Protein3,,,Chr2,"25,265,030","25,268,673",
Zm00001d003378,GRMZM2G042443,mop1,mediator of paramutation1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr2,"42,148,337","42,154,340",
Zm00001d047758,GRMZM2G053987,mpk1,MAP kinase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from AB016801,Chr9,"141,026,557","141,029,745",
Zm00001d011465,GRMZM2G375975,mpk11,MAP kinase11,,"Bin Khalid et al., 2019",Chr8,"151,223,811","151,229,866",
Zm00001d039105,GRMZM2G062761,mpk12,MAP kinase12,,,Chr6,"170,114,771","170,120,452",
Zm00001d039141,GRMZM2G163861,mpk13,MAP kinase13,,"Bin Khalid et al., 2019",Chr6,"170,970,064","170,973,973",
Zm00001d015269,GRMZM2G062914,mpk14,MAP kinase14,Gene model association inferred from similarity with B73 RefGen_v3 gene models,alignment of DQ295030 and AY105935 to B73_v2,Chr5,"82,143,688","82,149,070",
Zm00001d036448,GRMZM2G306028,mpk15,MAP kinase15,,,Chr6,"88,909,861","88,915,466",
